Vpp Input = 568 mV
R2 (pot. ohm)	freq.unitaria (kHz)	VppC (v)
1000		400			16.4
950		400			16.4
900		400			17.6
850		400			17.6
800		400			18.4
750		400			20.4
700		400			22.4
650		400			24.8
600		400			26.4
550		400			29.0
500		400			31.6
450		400			32.8
400		400			34.4
350		400			36.8
300		400			36.8
250		400			39.6
200		400			39.6
